button.numClicks,button.timesOn,button.timesOff,workID,Age,Gender,Hours slept (last night),date,expName,psychopyVersion,OS,frameRate,space_key_responce.keys,space_key_responce.rt,demo_encoding_response.keys,demo_encoding_response.corr,demo_encoding_loop.thisRepN,demo_encoding_loop.thisTrialN,demo_encoding_loop.thisN,demo_encoding_loop.thisIndex,demo_encoding_loop.ran,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisRepN,demo_test_loop.thisTrialN,demo_test_loop.thisN,demo_test_loop.thisIndex,demo_test_loop.ran,DemoImage1,DemoImage2,DemoCorrectTest,test_encoding_response.keys,test_encoding_response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,target_image,pair,layer,correct,key_resp_end.keys,key_resp_end.rt,test_test_response.keys,test_test_response.corr,test_test_response.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image2
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,11,11,11,1,2460547508-51571.jpg,2452380166-273109.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,12,12,12,1,2964222378-71332.jpg,2981240424-145794.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,13,13,13,1,2986451363-73599.jpg,2898626385-216899.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,14,14,14,1,2238480677-317399.jpg,2238573546-258454.jpg,2,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,15,15,15,1,2874303365-214262.jpg,2274829821-263682.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,16,16,16,1,2901939379-143479.jpg,2446758985-197610.jpg,2,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,17,17,17,1,2874302418-65978.jpg,2238481198-19823.jpg,2,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,18,18,18,1,2452380832-348593.jpg,2237858942-299356.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,19,19,19,1,2901941401-292798.jpg,2898618327-366317.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,20,20,20,1,2868475410-213219.jpg,2868474407-362885.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21,21,21,1,left.jpg,,,left,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,22,22,22,1,2898635427-367120.jpg,2964221435-219434.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,23,23,23,1,2964216465-219242.jpg,2898619327-366362.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,24,24,24,1,2901947423-70311.jpg,2238577590-185467.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,25,25,25,1,2449442529-124445.jpg,2898632385-217137.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,26,26,26,1,2238481198-19822.jpg,2862691449-137104.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,27,27,27,1,2592380177-354629.jpg,2898633421-291974.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,28,28,28,1,2868474407-362883.jpg,2901948383-70363.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,29,29,29,1,2883268471-290842.jpg,2901947448-70314.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,30,30,30,1,2898635428-69104.jpg,2446759803-49250.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,31,31,31,1,2901939379-143480.jpg,2898632385-217139.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,32,32,32,1,2898634397-367080.jpg,2964217461-294238.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,0,0,33,33,33,1,left.jpg,,,left,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,34,34,34,1,2238481928-19949.jpg,2864900357-361688.jpg,2,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,35,35,35,1,2238580740-186218.jpg,2238550816-254000.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,36,36,36,1,2864910426-287204.jpg,2883268412-365899.jpg,2,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,37,37,37,1,2883256307-365057.jpg,2964210336-293945.jpg,2,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,0,0,38,38,38,1,left.jpg,,,left,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,39,39,39,1,2901952513-70703.jpg,2864907361-287062.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,40,40,40,1,2446759803-49249.jpg,2901951392-368654.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,41,41,41,1,2898618390-216538.jpg,2901939327-367670.jpg,2,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,42,42,42,1,2238560245-182099.jpg,2592380255-205553.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,43,43,43,1,2883273443-68193.jpg,2883254439-140940.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,44,44,44,1,2458347385-199723.jpg,2427874554-121863.jpg,2,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,45,45,45,1,2883268412-365898.jpg,2238436252-314037.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,0,0,46,46,46,1,right.jpg,,,right,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,47,47,47,1,2981241414-145842.jpg,2874301404-139813.jpg,2,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,48,48,48,1,2981231403-71642.jpg,2874305405-214397.jpg,2,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,49,49,49,1,2575120738-55529.jpg,2575120738-55528.jpg,2,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,50,50,50,1,2446758985-197609.jpg,2981240424-145795.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,51,51,51,1,2874301407-363895.jpg,2446761374-124213.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,52,52,52,1,2874299429-139695.jpg,2446760917-347439.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,53,53,53,1,2898618444-142233.jpg,2898631359-142721.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,54,54,54,1,2898617468-68274.jpg,2964207374-144577.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,55,55,55,1,2460547467-349421.jpg,2981235446-294901.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,56,56,56,1,2874307433-66280.jpg,2984615358-72439.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,57,57,57,1,2874299429-139694.jpg,2883266367-365742.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,58,58,58,1,2238425482-313537.jpg,2238471391-240918.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,59,59,59,1,2238428357-313623.jpg,2238499057-320266.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,60,60,60,1,2592379964-131054.jpg,2592380272-354673.jpg,3,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,61,61,61,1,2898633421-291973.jpg,2575118671-277663.jpg,2,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,62,62,62,1,2460547467-349422.jpg,2868487415-213924.jpg,2,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,63,63,63,1,2964223381-294447.jpg,2427874231-269884.jpg,1,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,1,0,64,64,64,1,2512875899-126682.jpg,2592380177-354628.jpg,2,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.2446,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,left,1,5.1191,0,0,0,0,1,2238580740-186218.jpg,2238550816-254000.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,right,0,1.7365,0,1,1,1,1,2449442529-124445.jpg,2898632385-217137.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,right,0,1.8502,0,2,2,2,1,2898618390-216538.jpg,2901939327-367670.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,right,0,12.1667,0,3,3,3,1,2874302418-65979.jpg,2238480648-19714.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,right,0,10.0589,0,4,4,4,1,2981231403-71642.jpg,2874305405-214397.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,left,1,0.0073,0,5,5,5,1,2981241414-145842.jpg,2874301404-139813.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,right,0,1.1238,0,6,6,6,1,2898635427-367120.jpg,2964221435-219434.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,right,1,1.2361,0,7,7,7,1,2898626385-216899.jpg,2986451363-73599.jpg
